Timestamp,index,Weight,mice,count
2023-05-25 11:45:08.080,2118325,17015803217322121651001161561870,a,1
2023-05-25 11:45:10.100,2118342,17015803217322121651001161561870,a,1
2023-05-25 11:45:22.220,2118473,1701580321732212165101302471870,c,1
2023-05-25 11:45:23.230,2118484,1701580321732212165101302471870,c,1
2023-05-25 11:45:38.380,2118631,1701580321732212165101243261870,b,1
2023-05-25 11:45:40.400,2118658,1701580321732212165101243261870,b,1
2023-05-25 11:45:41.410,2118669,1701580321732212165101243261870,b,1
2023-05-25 11:45:44.440,2118708,1701580321732212165101302471870,c,1
2023-05-25 11:45:45.450,2118719,1701580321732212165101302471870,c,1
2023-05-25 11:45:54.540,2118812,1701580321732212165101243261870,b,1
2023-05-25 11:45:55.550,2118823,1701580321732212165101243261870,b,1
2023-05-25 11:46:13.130,2119010,1701580321732212165101302471870,c,1
2023-05-25 11:46:15.150,2119025,1701580321732212165101302471870,c,1
2023-05-25 11:46:20.200,2119084,1701580321732212165101302471870,c,1
2023-05-25 11:46:41.410,2119295,1701580321732212165101302471870,c,1
2023-05-25 11:46:42.420,2119304,1701580321732212165101302471870,c,1
2023-05-25 11:48:16.160,2120247,1701580321732212165102255211870,d,1
2023-05-25 11:48:18.180,2120268,1701580321732212165102255211870,d,1
2023-05-25 11:48:29.290,2120389,1701580321732212165102255211870,d,1
2023-05-25 11:48:30.300,2120402,1701580321732212165102255211870,d,1
2023-05-25 11:48:31.310,2120413,1701580321732212165102255211870,d,1
2023-05-25 11:48:38.380,2120480,1701580321732212165102255211870,d,1
2023-05-25 11:48:39.390,2120493,1701580321732212165102255211870,d,1
2023-05-25 11:51:39.390,2122298,1701580321732212165101243261870,b,1
2023-05-25 11:52:09.090,2122591,1701580321732212165101243261870,b,1
2023-05-25 11:52:10.100,2122606,1701580321732212165101243261870,b,1
2023-05-25 11:52:30.300,2122815,1701580321732212165101302471870,c,1
2023-05-25 11:53:06.060,2123174,1701580321732212165101302471870,c,1
2023-05-25 11:54:09.090,2123801,1701580321732212165101302471870,c,1
2023-05-25 11:54:09.090,2123812,1701580321732212165101302471870,c,1
2023-05-25 11:54:17.170,2123893,1701580321732212165101302471870,c,1
2023-05-25 11:54:18.180,2123904,1701580321732212165101302471870,c,1
2023-05-25 11:55:31.310,2124635,17015803217322121651001161561870,a,1
2023-05-25 11:55:32.320,2124648,17015803217322121651001161561870,a,1
2023-05-25 11:56:56.560,2125489,17015803217322121651001161561870,a,1
2023-05-25 11:56:57.570,2125504,17015803217322121651001161561870,a,1
2023-05-25 11:57:06.060,2125597,1701580321732212165101302471870,c,1
2023-05-25 11:57:07.070,2125610,1701580321732212165101302471870,c,1
